Family Name,Word Class
глуховська,adjective
лісецька,adjective
небесна,adjective
ольхова,adjective
павлівська,adjective
радомська,adjective
романська,adjective
саковська,adjective
басиста,adjective
осовська,adjective
басіста,adjective
вербовська,adjective
виноградська,adjective
кобиляцька,adjective
корчевна,adjective
люба,adjective
бурлуцька,adjective
голодна,adjective
горбата,adjective
драна,adjective
дунаєвська,adjective
кіндзерська,adjective
ковалівська,adjective
дашковська,adjective
землянська,adjective
каменська,adjective
котвіцька,adjective
красуцька,adjective
лиманська,adjective
скульська,adjective
тисячна,adjective
баранська,adjective
більська,adjective
гаєва,adjective
каневська,adjective
кобилецька,adjective
копієвська,adjective
кремінська,adjective
куряча,adjective
сендецька,adjective
водяна,adjective
куса,adjective
ласкава,adjective
малаховська,adjective
малишевська,adjective
нідзельська,adjective
тичинська,adjective
токова,adjective
хуторянська,adjective
буркацька,adjective
горішна,adjective
дашевська,adjective
кривіцька,adjective
меженська,adjective
осецька,adjective
бездітна,adjective
булана,adjective
водолазька,adjective
гнилицька,adjective
городинська,adjective
змієвська,adjective
мельницька,adjective
можаровська,adjective
сушицька,adjective
бичковська,adjective
глінська,adjective
зайва,adjective
кругла,adjective
літинська,adjective
реуцька,adjective
сахацька,adjective
спаська,adjective
тимінська,adjective
українська,adjective
харківська,adjective
хоміцька,adjective
водяницька,adjective
гогунська,adjective
карбовська,adjective
липська,adjective
святецька,adjective
ходоровська,adjective
брижата,adjective
водолазська,adjective
дубіцька,adjective
залєвська,adjective
лівандовська,adjective
ляховецька,adjective
матківська,adjective
раковська,adjective
скора,adjective
щавінська,adjective
базилевська,adjective
валова,adjective
гальчинська,adjective
горяна,adjective
жицька,adjective
жулінська,adjective
качановська,adjective
машевська,adjective
насіковська,adjective
недільська,adjective
форостяна,adjective
бондаревська,adjective
бузовська,adjective
маховська,adjective
таргонська,adjective
базарна,adjective
гарбовська,adjective
грибовська,adjective
дубовська,adjective
жилінська,adjective
кринична,adjective
кутна,adjective
могилевська,adjective
русавська,adjective
серединська,adjective
васильковська,adjective
закалюжна,adjective
красновська,adjective
кримська,adjective
матвієвська,adjective
петрушевська,adjective
делікатна,adjective
лавська,adjective
матушевська,adjective
нежива,adjective
новацька,adjective
рачковська,adjective
рожанська,adjective
сердечна,adjective
чернвська,adjective
бродовська,adjective
винницька,adjective
крамська,adjective
морозовська,adjective
мошковська,adjective
новоселецька,adjective
плоха,adjective
трояновська,adjective
черненька,adjective
безрукава,adjective
васютинська,adjective
вязовська,adjective
галінська,adjective
дрогомирецька,adjective
запотічна,adjective
куликівська,adjective
магльована,adjective
можарівська,adjective
сілецька,adjective
скалецька,adjective
стойловська,adjective
щепанська,adjective
ярошинська,adjective
джуринська,adjective
заровна,adjective
козинська,adjective
козіцька,adjective
лужна,adjective
пашківська,adjective
рибіцька,adjective
рутковська,adjective
янчевська,adjective
гавронська,adjective
горянська,adjective
горяча,adjective
деревенська,adjective
подорожна,adjective
ремінна,adjective
руцька,adjective
смульська,adjective
тільна,adjective
шовкова,adjective
ангеловська,adjective
березанська,adjective
білицька,adjective
любива,adjective
новохатська,adjective
пятківська,adjective
рокицька,adjective
сатановська,adjective
тарановська,adjective
товарницька,adjective
беднарська,adjective
будзінська,adjective
завертана,adjective
запольська,adjective
зарічанська,adjective
кернична,adjective
коропецька,adjective
кулаківська,adjective
хмарська,adjective
біньковська,adjective
вербовецька,adjective
залецька,adjective
лучинська,adjective
майданська,adjective
поддубна,adjective
савінська,adjective
солонська,adjective
суховецька,adjective
тверда,adjective
топоровська,adjective
трембовецька,adjective
турська,adjective
халецька,adjective
шкарівська,adjective
балясна,adjective
возьна,adjective
горьова,adjective
гузовська,adjective
коханівська,adjective
лихацька,adjective
пятницька,adjective
рогожинська,adjective
сарнавська,adjective
ясинецька,adjective
бабчинська,adjective
бескровна,adjective
валявська,adjective
корчова,adjective
костяна,adjective
молодецька,adjective
плаксива,adjective
ростовська,adjective
рулевська,adjective
стецька,adjective
хаєцька,adjective
ціхоцька,adjective
багацька,adjective
берковська,adjective
драмарецька,adjective
жуківська,adjective
ляховська,adjective
морська,adjective
павликівська,adjective
підвальна,adjective
поливана,adjective
скоробагата,adjective
сухаревська,adjective
храновська,adjective
венгловська,adjective
долинна,adjective
жеребна,adjective
коржовська,adjective
марецька,adjective
надворна,adjective
покровська,adjective
почапська,adjective
рублевська,adjective
синяговська,adjective
стрельбіцька,adjective
суська,adjective
шишковська,adjective
бовсунівська,adjective
боровенська,adjective
калінська,adjective
корніцька,adjective
кострицька,adjective
невідома,adjective
орлянська,adjective
пілецька,adjective
пожарська,adjective
римська,adjective
соколянська,adjective
тітієвська,adjective
харкава,adjective
блажієвська,adjective
богославська,adjective
гноєва,adjective
карчевська,adjective
красницька,adjective
огінська,adjective
ординська,adjective
рівна,adjective
рудківська,adjective
сокольська,adjective
стрембіцька,adjective
безлюдна,adjective
березова,adjective
буяновська,adjective
жернова,adjective
жирна,adjective
заставська,adjective
ізюмська,adjective
картава,adjective
липовецька,adjective
микульська,adjective
постоловська,adjective
черкавська,adjective
блощинська,adjective
брицька,adjective
гадомська,adjective
золотаревська,adjective
кислицька,adjective
кривокульська,adjective
лапінська,adjective
пеньковська,adjective
постова,adjective
смеречинська,adjective
шмігельська,adjective
бачурська,adjective
жарська,adjective
залізна,adjective
злиденна,adjective
кожухівська,adjective
куніцька,adjective
росоловська,adjective
сіньковська,adjective
хмільовська,adjective
білокриницька,adjective
вербівська,adjective
горна,adjective
грецька,adjective
заводовська,adjective
заморська,adjective
здебська,adjective
кульбачна,adjective
лисяна,adjective
мінковська,adjective
опацька,adjective
пачковська,adjective
стаховська,adjective
турчинська,adjective
шибінська,adjective
бендерська,adjective
болжеларська,adjective
бугаєвська,adjective
гетьманська,adjective
загуменна,adjective
коренівська,adjective
кульчинська,adjective
ломачинська,adjective
мальчевська,adjective
марчевська,adjective
окопна,adjective
пославська,adjective
санжаревська,adjective
собецька,adjective
старинська,adjective
щуцька,adjective
балкова,adjective
білокобильська,adjective
войціховська,adjective
голінська,adjective
грушицька,adjective
зілінська,adjective
ільїнська,adjective
крушинська,adjective
малашевська,adjective
малішевська,adjective
пятецька,adjective
стадницька,adjective
торгонська,adjective
черна,adjective
шута,noun
борисовська,adjective
броварська,adjective
верещинська,adjective
воронянська,adjective
гуржа,adjective
дульська,adjective
дунська,adjective
забавська,adjective
запоточна,adjective
каташинська,adjective
козельська,adjective
коротинська,adjective
кучанська,adjective
попроцька,adjective
пшенишна,adjective
соснова,adjective
тарнопольська,adjective
теницька,adjective
філінська,adjective
черевична,adjective
боровицька,adjective
войтовська,adjective
грушова,adjective
демська,adjective
кальна,adjective
каменецька,adjective
канарська,adjective
кожуховська,adjective
кожушна,adjective
кузьминська,adjective
любецька,adjective
нараєвська,adjective
опольська,adjective
пташинська,adjective
сиплива,adjective
смоленська,adjective
шаровська,adjective
шпаківська,adjective
якубівська,adjective
бабінська,adjective
бережницька,adjective
берестова,adjective
буйновська,adjective
гнітецька,adjective
дембовська,adjective
жабська,adjective
желіховська,adjective
жердецька,adjective
загранична,adjective
камчатна,adjective
кінзерська,adjective
козубовська,adjective
кудринська,adjective
монастирна,adjective
мусурівська,adjective
нестеровська,adjective
сингаєвська,adjective
скаковська,adjective
скібіцька,adjective
скоробогата,adjective
топольська,adjective
березніцька,adjective
вронська,adjective
гикава,adjective
зюбрицька,adjective
калуцька,adjective
корчемна,adjective
лубенська,adjective
мачульська,adjective
мудрицька,adjective
надольська,adjective
нескоромна,adjective
скавронська,adjective
сороката,adjective
стефанська,adjective
удовицька,adjective
шкільна,adjective
юрківська,adjective
байрачна,adjective
бобрицька,adjective
божинська,adjective
бреславська,adjective
давидовська,adjective
заболоцька,adjective
закладна,adjective
козубська,adjective
кордонська,adjective
корнієвська,adjective
кревська,adjective
крупельницька,adjective
михайлівська,adjective
михалевська,adjective
новгородська,adjective
озірна,adjective
правдива,adjective
садовнича,adjective
стебловська,adjective
сумська,adjective
сухацька,adjective
топорівська,adjective
улановська,adjective
хілінська,adjective
анацька,adjective
бездольна,adjective
вусата,adjective
гавловська,adjective
гадяцька,adjective
городенська,adjective
городницька,adjective
горська,adjective
градова,adjective
гулевська,adjective
гутовська,adjective
дембицька,adjective
дубенська,adjective
комаринська,adjective
крачковська,adjective
кужільна,adjective
любінська,adjective
михайлевська,adjective
обозна,adjective
піхоцька,adjective
пянковська,adjective
рибінська,adjective
росінська,adjective
світельська,adjective
седлецька,adjective
сухоставська,adjective
чудовська,adjective
шита,adjective
бандуровська,adjective
белецька,adjective
бориславська,adjective
войціцька,adjective
карбівнича,adjective
коморна,adjective
костельна,adjective
краковська,adjective
кучерва,adjective
левінська,adjective
маяцька,adjective
нікольська,adjective
посмітна,adjective
сєра,adjective
нікітська,adjective
смоляна,adjective
харьковська,adjective
якушевська,adjective
яцковська,adjective
ахтирська,adjective
бородата,adjective
бродецька,adjective
квасневська,adjective
кучугурна,adjective
іваніцька,adjective
курбацька,adjective
закернична,adjective
лозіцька,adjective
любінецька,adjective
молошна,adjective
мрачковська,adjective
пальчевська,adjective
самбурська,adjective
сіда,adjective
славгородська,adjective
славинська,adjective
цісельська,adjective
байдацька,adjective
баклицька,adjective
важинська,adjective
вишньовська,adjective
галузінська,adjective
гегельська,adjective
драгомерецька,adjective
заборська,adjective
зарванська,adjective
зборівська,adjective
козерацька,adjective
круліковська,adjective
мариновська,adjective
ніколаєвська,adjective
пальона,adjective
петлінська,adjective
радзіховська,adjective
ставська,adjective
трипольська,adjective
шатківська,adjective
шуманська,adjective
щирська,adjective
бернадська,adjective
богдановська,adjective
гнуча,adjective
желєзна,adjective
загорна,adjective
задояна,adjective
кодацька,adjective
ленська,adjective
масляна,adjective
насальська,adjective
недашковська,adjective
папірна,adjective
папроцька,adjective
піонтковська,adjective
сатанівська,adjective
сироватська,adjective
слизька,adjective
тарковська,adjective
бистра,adjective
білоцерковська,adjective
боримська,adjective
боруцька,adjective
бучакчаська,adjective
велігорська,adjective
генсіцька,adjective
градовська,adjective
дешева,adjective
жорнова,adjective
зацерковна,adjective
кедровська,adjective
красніцька,adjective
кривецька,adjective
орлівська,adjective
пеньківська,adjective
пікульська,adjective
полева,adjective
ремінська,adjective
сливінська,adjective
тіцька,adjective
фіалковська,adjective
філіпська,adjective
хмілевська,adjective
басанська,adjective
бруцька,adjective
будьонна,adjective
гненна,adjective
голубицька,adjective
данішевська,adjective
домарацька,adjective
каплуновська,adjective
копецька,adjective
махновська,adjective
мокринська,adjective
озерна,adjective
озірська,adjective
оранська,adjective
парубоча,adjective
парчевська,adjective
ровна,adjective
рудзінська,adjective
сингаївська,adjective
смішна,adjective
табачна,adjective
телевна,adjective
турковська,adjective
чорнокнижна,adjective
батовська,adjective
бердичевська,adjective
будова,adjective
виборна,adjective
волова,adjective
гордієвська,adjective
деревінська,adjective
дітківська,adjective
заброцька,adjective
загрива,adjective
зарівна,adjective
заторська,adjective
лісневська,adjective
лубяна,adjective
нарольська,adjective
ночовна,adjective
омельницька,adjective
осієвська,adjective
рубанська,adjective
садковська,adjective
скринська,adjective
смольська,adjective
старжинська,adjective
тиховська,adjective
хомицька,adjective
барицька,adjective
березна,adjective
блажевська,adjective
брезіцька,adjective
вислоцька,adjective
вібла,adjective
волицька,adjective
гавриловська,adjective
дібрівна,adjective
кудрявська,adjective
мазна,adjective
макаровська,adjective
медяна,adjective
муравицька,adjective
несмашна,adjective
носовська,adjective
писарська,adjective
підлипна,adjective
піскорська,adjective
плясецька,adjective
подлесна,adjective
сандульська,adjective
слободська,adjective
ущапівська,adjective
бахмацька,adjective
бутковська,adjective
волохата,adjective
готвянська,adjective
гудзовська,adjective
добринська,adjective
долішна,adjective
євтушевська,adjective
козінська,adjective
комишна,adjective
кричковська,adjective
лабенська,adjective
лучицька,adjective
магеровська,adjective
нагорська,adjective
низова,adjective
острова,adjective
порицька,adjective
посна,adjective
радковська,adjective
райковська,adjective
синвська,adjective
ставчанська,adjective
тверезовська,adjective
хорошевська,adjective
чепка,noun
черніцька,adjective
чудновська,adjective
шалена,adjective
шараєвська,adjective
березуцька,adjective
болотна,adjective
варнавська,adjective
варшавська,adjective
волківська,adjective
дітковська,adjective
драновська,adjective
дуйловська,adjective
кобильська,adjective
коржевська,adjective
кособуцька,adjective
кругова,adjective
купецька,adjective
ладиженська,adjective
липницька,adjective
липовська,adjective
лопушинська,adjective
малінська,adjective
материнська,adjective
махніцька,adjective
мозолевська,adjective
мочульська,adjective
оборська,adjective
прилепська,adjective
росовська,adjective
рудецька,adjective
сваричевська,adjective
сливна,adjective
смілянська,adjective
суткова,adjective
твердовська,adjective
шимановська,adjective
щира,adjective
атаманська,adjective
беньковська,adjective
браніцька,adjective
будовська,adjective
валігурська,adjective
вільховецька,adjective
галанзовська,adjective
гумінська,adjective
доброгорська,adjective
дубровна,adjective
замогильна,adjective
керніцька,adjective
красноруцька,adjective
красносельська,adjective
мачуська,adjective
невідомська,adjective
номеровська,adjective
повстяна,adjective
погранична,adjective
радішевська,adjective
рогульська,adjective
рожковська,adjective
рябчинська,adjective
слаба,adjective
солона,adjective
сосніцька,adjective
сочинська,adjective
троїцька,adjective
чоповська,adjective
шадловська,adjective
якимовська,adjective
яричевська,adjective
бабська,adjective
бардашевська,adjective
бездудна,adjective
брадарська,adjective
бурдельна,adjective
вишнивецька,adjective
вінніцька,adjective
голішевська,adjective
головчанська,adjective
гузовата,adjective
домарецька,adjective
зайковська,adjective
зацаринна,adjective
касперська,adjective
колодинська,adjective
конопліцька,adjective
краєва,adjective
краснолуцька,adjective
ладна,adjective
лівінська,adjective
лінива,adjective
марціновська,adjective
мороховська,adjective
мудревська,adjective
пальчинська,adjective
пашкульська,adjective
познанська,adjective
поставна,adjective
ружанська,adjective
суковата,adjective
торська,adjective
тушинська,adjective
ходзінська,adjective
чувальська,adjective
бардецька,adjective
бескоровайна,adjective
бєльська,adjective
бузівська,adjective
буяльська,adjective
валуйська,adjective
волковінська,adjective
гродецька,adjective
гурковська,adjective
деренівська,adjective
дзиговська,adjective
драгомарецька,adjective
жаборовська,adjective
запасна,adjective
колодніцька,adjective
колосівська,adjective
колосінська,adjective
копайгородська,adjective
корженівська,adjective
краковецька,adjective
кульбашна,adjective
кшановська,adjective
мартовицька,adjective
мурована,adjective
нища,adjective
огульчанська,adjective
одинока,adjective
озерянська,adjective
ореховська,adjective
оріховська,adjective
павицька,adjective
подгурська,adjective
подольна,adjective
райська,adjective
ракитянська,adjective
розборська,adjective
ружинська,adjective
скомаровська,adjective
славна,adjective
славська,adjective
слатвінська,adjective
сольська,adjective
стефановська,adjective
стронська,adjective
сядриста,adjective
тарчинська,adjective
туржанська,adjective
черняхівська,adjective
юрпольська,adjective
яшна,adjective
бережецька,adjective
василівська,adjective
верховська,adjective
ганоцька,adjective
гладковська,adjective
горицька,adjective
данілевська,adjective
доновська,adjective
железна,adjective
збаранська,adjective
здановська,adjective
зінковська,adjective
концева,adjective
ліпецька,adjective
лісковська,adjective
лянна,adjective
міньковська,adjective
мура,noun
нагурна,adjective
нарижна,adjective
острівна,adjective
острянська,adjective
пенькова,adjective
писана,adjective
плотницька,adjective
погорєла,adjective
ракоча,adjective
ровенська,adjective
санжарівська,adjective
саражинська,adjective
смицька,adjective
сороцька,adjective
спицька,adjective
стеблівська,adjective
ступніцька,adjective
терновецька,adjective
уляницька,adjective
умінська,adjective
хирна,adjective
хмарна,adjective
хованська,adjective
чорнявська,adjective
баньковська,adjective
безрідна,adjective
бєдна,adjective
борівська,adjective
бузницька,adjective
бушинська,adjective
гановська,adjective
гордовська,adjective
гребельна,adjective
губата,adjective
дацька,adjective
дворова,adjective
завальська,adjective
золочевська,adjective
іжевська,adjective
качанівська,adjective
кашицька,adjective
копачевська,adjective
корабельська,adjective
кременчуцька,adjective
кшемінська,adjective
летуча,adjective
мальська,adjective
музалевська,adjective
мшанецька,adjective
налісна,adjective
оксамитна,adjective
опалінська,adjective
орехівська,adjective
остролуцька,adjective
підцерковна,adjective
поляковська,adjective
разумна,adjective
рихальська,adjective
розвадовська,adjective
слупська,adjective
смиковська,adjective
сокирська,adjective
тарасовська,adjective
туцька,adjective
фащевська,adjective
хворостовська,adjective
хриплива,adjective
шавловська,adjective
шаульська,adjective
шафінська,adjective
швайковська,adjective
шостацька,adjective
алавацька,adjective
андріївська,adjective
басовська,adjective
березівська,adjective
білошкурська,adjective
винярська,adjective
вишковська,adjective
волоська,adjective
гнойова,adjective
грунська,adjective
драчевська,adjective
задвірна,adjective
замойська,adjective
заремська,adjective
зубковська,adjective
карабецька,adjective
карпинська,adjective
кашинська,adjective
лінецька,adjective
лозовицька,adjective
маліборська,adjective
надкернична,adjective
нападовська,adjective
невінська,adjective
нетецька,adjective
ніжинська,adjective
патлата,adjective
притиковська,adjective
прозоровська,adjective
рапацька,adjective
ріпна,adjective
ровінська,adjective
свиридовська,adjective
сігнаєвська,adjective
сливоцька,adjective
смільська,adjective
старунська,adjective
студзінська,adjective
тиханська,adjective
толошна,adjective
черепанська,adjective
череповська,adjective
черновська,adjective
щабельська,adjective
банна,adjective
батицька,adjective
березницька,adjective
берлінська,adjective
білопольська,adjective
благовісна,adjective
богінська,adjective
брославська,adjective
бузинська,adjective
буковецька,adjective
візінська,adjective
войновська,adjective
волотовська,adjective
волошановська,adjective
вяла,adjective
гірна,adjective
горева,adjective
деревицька,adjective
дерманська,adjective
жарчинська,adjective
желізна,adjective
запорізька,adjective
кабацька,adjective
кардашевська,adjective
кацарська,adjective
квасницька,adjective
кіптіла,adjective
клепацька,adjective
козелецька,adjective
копичинська,adjective
кривовяза,adjective
круківська,adjective
кучковська,adjective
літовська,adjective
маківська,adjective
макушинська,adjective
мошинська,adjective
надольна,adjective
обухівська,adjective
піонтківська,adjective
плотніцька,adjective
подворна,adjective
пошелюжна,adjective
рекечинська,adjective
ржевська,adjective
ромалійська,adjective
скибінська,adjective
теплинська,adjective
фалінська,adjective
франковська,adjective
шуйська,adjective
яркова,adjective
ясніцька,adjective
бадовська,adjective
безбабна,adjective
березенська,adjective
буряковська,adjective
вовчанська,adjective
водзінська,adjective
ганська,adjective
голембйовська,adjective
городицька,adjective
дахновська,adjective
домашевська,adjective
домославська,adjective
закорецька,adjective
запотоцька,adjective
квасніцька,adjective
козирська,adjective
кримінська,adjective
крюковська,adjective
кузенна,adjective
кумановська,adjective
кущинська,adjective
лапицька,adjective
лиха,adjective
лобановська,adjective
луковська,adjective
максимовська,adjective
менчинська,adjective
мисловська,adjective
мялковська,adjective
нагребецька,adjective
обертинська,adjective
ободзінська,adjective
охоцька,adjective
парпуланська,adjective
печерна,adjective
пінтійська,adjective
подуфала,adjective
політанська,adjective
поляновська,adjective
поповецька,adjective
пузирна,adjective
рогатинська,adjective
русановська,adjective
саноцька,adjective
свірчевська,adjective
сирова,adjective
скільська,adjective
смолова,adjective
соколівська,adjective
спільна,adjective
сторчова,adjective
сухарська,adjective
тицька,adjective
ульяницька,adjective
хайнацька,adjective
хмелівська,adjective
хоцька,adjective
шабельна,adjective
школова,adjective
юдицька,adjective
яриновська,adjective
бабинська,adjective
бачінська,adjective
бзова,adjective
бодачевська,adjective
буйна,adjective
булатецька,adjective
бунецька,adjective
буравська,adjective
вітківська,adjective
водолажська,adjective
грабівська,adjective
гродська,adjective
драпчинська,adjective
журахівська,adjective
заворітна,adjective
зайшла,adjective
камянська,adjective
капустінська,adjective
ковальковська,adjective
козиряцька,adjective
козятинська,adjective
комірна,adjective
копачинська,adjective
коржинська,adjective
купрата,adjective
куцька,adjective
кучевська,adjective
лігоцька,adjective
ляшевська,adjective
марковецька,adjective
мерзла,adjective
нагребельна,adjective
одайська,adjective
остринська,adjective
палагіцька,adjective
піднебесна,adjective
погоріловська,adjective
поліковська,adjective
правдзіва,adjective
пристінська,adjective
рихліцька,adjective
садловська,adjective
сахновська,adjective
свідзінська,adjective
сінгаєвська,adjective
скалацька,adjective
скопецька,adjective
смаковська,adjective
смашна,adjective
соболєвська,adjective
становська,adjective
столбова,adjective
студінська,adjective
сурмачевська,adjective
торчинська,adjective
устянська,adjective
філіповська,adjective
шкуринська,adjective
баришевська,adjective
безбожна,adjective
безпята,adjective
безчасна,adjective
біловодська,adjective
богинська,adjective
брайловська,adjective
бронецька,adjective
бушовська,adjective
варгата,adjective
веприцька,adjective
вікнянська,adjective
горбатовська,adjective
горда,adjective
горячківська,adjective
гречковська,adjective
григоровська,adjective
грудницька,adjective
гудзовата,adjective
гунява,adjective
деревянська,adjective
добровінська,adjective
драпата,adjective
жаровська,adjective
жищинська,adjective
загризла,adjective
зацарна,adjective
зелинська,adjective
зубчевська,adjective
каназірська,adjective
кирнична,adjective
кичата,adjective
колядинська,adjective
королівська,adjective
корочанська,adjective
курінська,adjective
лисаковська,adjective
лободзінська,adjective
любинецька,adjective
лясківська,adjective
макаринська,adjective
маслюківська,adjective
михайлецька,adjective
мішуровська,adjective
нотевська,adjective
оржеховська,adjective
орлецька,adjective
перцьова,adjective
песоцька,adjective
подвисоцька,adjective
ратинська,adjective
свінцицька,adjective
словінська,adjective
слоневська,adjective
сметанська,adjective
сосонна,adjective
стрелецька,adjective
стрельбицька,adjective
сузанська,adjective
точена,adjective
троянська,adjective
хлопецька,adjective
шпетна,adjective
шумна,adjective
язвінська,adjective
янишевська,adjective
бабіцька,adjective
безпрозвана,adjective
бесчастна,adjective
біловицька,adjective
боринська,adjective
будзинська,adjective
вертепна,adjective
волотівська,adjective
волчанська,adjective
вязова,adjective
гжибовська,adjective
двірна,adjective
дубецька,adjective
дурницька,adjective
єлецька,adjective
животівська,adjective
забуранна,adjective
заінчковська,adjective
залеська,adjective
камянецька,adjective
каньовська,adjective
китайгородська,adjective
кліщевська,adjective
корженевська,adjective
корницька,adjective
королевська,adjective
корхова,adjective
котюжанська,adjective
лінчевська,adjective
любицька,adjective
новосядла,adjective
оковита,adjective
оржехівська,adjective
осмоловська,adjective
поремська,adjective
приємська,adjective
прудська,adjective
равська,adjective
рамська,adjective
рахнянська,adjective
рогацька,adjective
рогозна,adjective
рогозянська,adjective
розводовська,adjective
рокитянська,adjective
рудська,adjective
сиротинська,adjective
солецька,adjective
сорокова,adjective
степанська,adjective
тлуста,adjective
тодоровська,adjective
тонка,adjective
чемериська,adjective
черницька,adjective
шибецька,adjective
шпачинська,adjective
ягодзінська,adjective
багинська,adjective
безпечна,adjective
благодарна,adjective
бобровицька,adjective
бухановська,adjective
віленська,adjective
галичанська,adjective
гетманська,adjective
гуравська,adjective
дмитровська,adjective
добранська,adjective
драчинська,adjective
дубська,adjective
желавська,adjective
забайрачна,adjective
загірна,adjective
запорожська,adjective
засульська,adjective
звірянська,adjective
іржавська,adjective
казновецька,adjective
каніковська,adjective
квятківська,adjective
кисловська,adjective
книгницька,adjective
коптіла,adjective
костянецька,adjective
курська,adjective
ластовська,adjective
лащевська,adjective
лубська,adjective
лядецька,adjective
малахівська,adjective
молінська,adjective
мринська,adjective
нарівська,adjective
огнева,adjective
парова,adjective
пенська,adjective
підгорецька,adjective
погожа,adjective
поклонська,adjective
пруська,adjective
пушкарська,adjective
рабчевська,adjective
салтовська,adjective
санжаровська,adjective
сачковська,adjective
свіржевська,adjective
синягівська,adjective
скавінська,adjective
стінська,adjective
стрижевська,adjective
тарнаруцька,adjective
товстокора,adjective
успенська,adjective
фальковська,adjective
цілінська,adjective
чуловська,adjective
шандурська,adjective
шелкова,adjective
шкляревська,adjective
шупарська,adjective
ясенова,adjective
барвіцька,adjective
бершацька,adjective
білановська,adjective
білокрила,adjective
боржемська,adjective
броновицька,adjective
бутовська,adjective
бялковська,adjective
віговська,adjective
волошинська,adjective
гавінська,adjective
гашинська,adjective
гладенька,adjective
глубока,adjective
глуговська,adjective
горобієвська,adjective
дільна,adjective
дубовицька,adjective
духновська,adjective
душинська,adjective
жидецька,adjective
залуська,adjective
залюбівська,adjective
затолочна,adjective
зеленівська,adjective
кобизька,adjective
козова,adjective
конечна,adjective
корсунська,adjective
кулачинська,adjective
курманська,adjective
кустовська,adjective
латковська,adjective
ливицька,adjective
липецька,adjective
липівська,adjective
лутицька,adjective
макарська,adjective
манастирна,adjective
медведовська,adjective
могилівська,adjective
мотчана,adjective
нагачевська,adjective
нанівська,adjective
нановська,adjective
ніженська,adjective
петраковська,adjective
піньковська,adjective
поріцька,adjective
постольна,adjective
раздорожна,adjective
ремішевська,adjective
рогинська,adjective
розбіцька,adjective
свінтозельська,adjective
середницька,adjective
сіверська,adjective
скурська,adjective
слишинська,adjective
стеблинська,adjective
стінкова,adjective
тихоновська,adjective
топольніцька,adjective
тростянецька,adjective
тульчинська,adjective
хухрянська,adjective
шикирява,adjective
шклярська,adjective
шостаківська,adjective
шулевська,adjective
ясиновська,adjective
берестовська,adjective
білозерська,adjective
божовська,adjective
буденна,adjective
вахновська,adjective
вигінна,adjective
волнянська,adjective
голіната,adjective
гордівська,adjective
гоцька,adjective
григоревська,adjective
гулівата,adjective
гусаковська,adjective
демінська,adjective
завалецька,adjective
зміївська,adjective
іскоростенська,adjective
кирницька,adjective
кінчевська,adjective
колонтаєвська,adjective
коритна,adjective
котюжинська,adjective
кошицька,adjective
кравчинська,adjective
кубарська,adjective
кузьмицька,adjective
куцолабська,adjective
майковська,adjective
макієвська,adjective
малявська,adjective
мархоцька,adjective
мялківська,adjective
набережна,adjective
навальна,adjective
палатна,adjective
панівська,adjective
періста,adjective
петрашевська,adjective
пироговська,adjective
площинська,adjective
подолинна,adjective
потопальська,adjective
рафаловська,adjective
ростоцька,adjective
сідорська,adjective
склярська,adjective
сковронська,adjective
скотніцька,adjective
скуратовська,adjective
слабоспицька,adjective
слічна,adjective
совінська,adjective
сплавська,adjective
тишківська,adjective
шаварська,adjective
шалавінська,adjective
шендеровська,adjective
шулянська,adjective
базалицька,adjective
бакановська,adjective
барковська,adjective
безименна,adjective
безпрозванна,adjective
берестецька,adjective
брусенська,adjective
виконавча,adjective
вишнівецька,adjective
вістовська,adjective
вітрова,adjective
воскресенська,adjective
гірська,adjective
глинянська,adjective
гніздовська,adjective
горлінська,adjective
грудецька,adjective
гурківська,adjective
дніпровська,adjective
дольна,adjective
дуляницька,adjective
жебровська,adjective
завгородна,adjective
заворотинська,adjective
закринична,adjective
заньковська,adjective
запісочна,adjective
заречна,adjective
йолтухівська,adjective
кадацька,adjective
калабська,adjective
калієвська,adjective
калужна,adjective
княгницька,adjective
корчева,adjective
косаревська,adjective
котельницька,adjective
котлінська,adjective
кохана,adjective
кошельна,adjective
крапивна,adjective
кризька,adjective
кудринецька,adjective
кушкова,adjective
легецька,adjective
лисовська,adjective
лісіцька,adjective
лоєвська,adjective
лопатовська,adjective
лукашевська,adjective
львівська,adjective
марцинковська,adjective
мілецька,adjective
надаховська,adjective
нежельська,adjective
нізельська,adjective
німа,adjective
носальська,adjective
огнива,adjective
охотська,adjective
пекна,adjective
перекитна,adjective
